Source,Target,Type,id,label,timeset,weight
11817,10570,Undirected,237655,,,28
12034,12042,Undirected,241262,,,28
12206,10638,Undirected,234533,,,28
12315,11747,Undirected,235179,,,28
12908,10993,Undirected,251041,,,28
12908,13896,Undirected,277582,,,28
13119,10472,Undirected,243263,,,28
10472,10570,Undirected,238390,,,27
10502,10503,Undirected,257685,,,27
10521,10539,Undirected,234124,,,27
10521,10829,Undirected,232962,,,27
10527,13521,Undirected,247761,,,27
10532,10573,Undirected,238901,,,27
10535,11424,Undirected,233410,,,27
10535,11503,Undirected,228547,,,27
10542,10570,Undirected,237685,,,27
10542,10827,Undirected,228600,,,27
10550,10571,Undirected,224319,,,27
10553,10565,Undirected,237740,,,27
10553,10628,Undirected,257910,,,27
10556,10585,Undirected,237885,,,27
10556,10602,Undirected,234355,,,27
10556,10744,Undirected,234363,,,27
10556,11283,Undirected,266745,,,27
10557,10561,Undirected,236184,,,27
10559,10772,Undirected,225159,,,27
10559,11279,Undirected,266760,,,27
10561,10571,Undirected,231073,,,27
10561,10772,Undirected,225160,,,27
10566,10570,Undirected,227890,,,27
10571,10544,Undirected,224506,,,27
10617,11165,Undirected,226906,,,27
10622,10619,Undirected,240449,,,27
10625,11557,Undirected,234187,,,27
10638,10549,Undirected,225940,,,27
10638,10594,Undirected,242303,,,27
10640,10638,Undirected,224762,,,27
10644,11769,Undirected,246480,,,27
10654,10747,Undirected,237896,,,27
10679,10744,Undirected,236425,,,27
10698,11041,Undirected,226113,,,27
10702,10476,Undirected,225469,,,27
10706,11434,Undirected,234556,,,27
10747,10536,Undirected,249451,,,27
10790,10504,Undirected,230878,,,27
10800,10679,Undirected,239364,,,27
10803,10561,Undirected,225227,,,27
10803,10774,Undirected,238662,,,27
10804,10811,Undirected,269580,,,27
10829,11508,Undirected,228606,,,27
10843,10566,Undirected,230821,,,27
10908,10621,Undirected,251235,,,27
10924,10716,Undirected,225696,,,27
11062,12900,Undirected,275380,,,27
11165,11538,Undirected,228908,,,27
11263,10559,Undirected,282417,,,27
11269,11283,Undirected,240505,,,27
11289,10625,Undirected,232324,,,27
11375,10535,Undirected,261695,,,27
11434,10692,Undirected,238546,,,27
11557,10826,Undirected,229044,,,27
11564,10539,Undirected,243488,,,27
11750,11751,Undirected,230627,,,27
11814,10769,Undirected,245403,,,27
11815,12298,Undirected,235172,,,27
11816,12317,Undirected,242920,,,27
12064,10532,Undirected,274508,,,27
12096,12107,Undirected,244054,,,27
12096,13234,Undirected,244279,,,27
12136,12744,Undirected,255273,,,27
12363,12096,Undirected,235349,,,27
12744,11263,Undirected,240425,,,27
12745,10575,Undirected,266681,,,27
12943,10571,Undirected,243499,,,27
13904,10577,Undirected,283758,,,27
10476,11553,Undirected,234154,,,26
10476,12138,Undirected,232981,,,26
10521,10476,Undirected,232965,,,26
10521,10558,Undirected,232964,,,26
10526,10541,Undirected,233017,,,26
10529,10533,Undirected,270853,,,26
10532,10829,Undirected,228230,,,26
10537,10551,Undirected,239499,,,26
10538,10571,Undirected,225383,,,26
10541,10595,Undirected,224570,,,26
10551,10560,Undirected,244076,,,26
10556,14260,Undirected,254583,,,26
10557,10556,Undirected,224684,,,26
10557,10827,Undirected,232880,,,26
10557,10983,Undirected,236198,,,26
10569,12899,Undirected,273056,,,26
10570,10655,Undirected,246251,,,26
10570,11216,Undirected,242778,,,26
10570,12943,Undirected,243536,,,26
10575,11088,Undirected,240499,,,26
10577,10532,Undirected,235830,,,26
10577,12745,Undirected,266627,,,26
10620,10909,Undirected,243973,,,26
10628,10539,Undirected,231725,,,26
10654,10565,Undirected,242327,,,26
10655,10542,Undirected,237860,,,26
10657,11995,Undirected,264481,,,26
10659,10565,Undirected,242572,,,26
10679,10605,Undirected,224824,,,26
10679,10782,Undirected,241597,,,26
10699,10692,Undirected,237434,,,26
10708,10953,Undirected,246108,,,26
10749,10698,Undirected,225039,,,26
10772,10556,Undirected,225073,,,26
10772,10769,Undirected,225075,,,26
10789,10556,Undirected,243285,,,26
10789,10711,Undirected,225740,,,26
10789,10911,Undirected,232072,,,26
10789,12743,Undirected,266488,,,26
10790,10559,Undirected,225157,,,26
10800,10556,Undirected,225176,,,26
10804,10607,Undirected,244434,,,26
10805,10711,Undirected,234866,,,26
10827,10839,Undirected,228829,,,26
10829,11289,Undirected,234007,,,26
10829,11422,Undirected,243486,,,26
10953,10571,Undirected,227803,,,26
10953,11878,Undirected,231340,,,26
11165,11501,Undirected,244493,,,26
11263,13155,Undirected,243684,,,26
11271,10790,Undirected,249825,,,26
11279,10679,Undirected,255669,,,26
11289,10476,Undirected,231823,,,26
11364,10541,Undirected,232457,,,26
11376,13155,Undirected,243686,,,26
11469,10814,Undirected,240469,,,26
11469,11868,Undirected,241542,,,26
11469,13160,Undirected,243620,,,26
11674,10476,Undirected,232975,,,26
11674,11165,Undirected,230036,,,26
11750,11754,Undirected,263590,,,26
11750,11755,Undirected,239175,,,26
11817,10747,Undirected,236308,,,26
11846,10698,Undirected,237915,,,26
11872,10775,Undirected,231294,,,26
11979,11557,Undirected,234043,,,26
12096,13527,Undirected,250302,,,26
12330,10577,Undirected,277684,,,26
12744,11469,Undirected,239381,,,26
12891,10805,Undirected,266253,,,26
10472,10575,Undirected,232951,,,25
10487,10484,Undirected,224143,,,25
10521,10541,Undirected,232958,,,25
10530,10829,Undirected,228114,,,25
10534,10558,Undirected,225471,,,25
10535,10675,Undirected,227973,,,25
10541,10546,Undirected,224302,,,25
10541,10675,Undirected,226319,,,25
10556,10594,Undirected,234364,,,25
10556,10787,Undirected,225105,,,25
10556,10873,Undirected,231242,,,25
10558,11439,Undirected,235805,,,25
10560,10570,Undirected,227776,,,25
10560,12745,Undirected,266539,,,25
10561,13904,Undirected,283681,,,25
10571,12501,Undirected,237701,,,25
10575,10571,Undirected,224398,,,25
10575,10804,Undirected,243774,,,25
10577,10571,Undirected,224350,,,25
10620,10621,Undirected,251238,,,25
10625,10998,Undirected,231964,,,25
10644,11546,Undirected,230571,,,25
10656,10476,Undirected,232943,,,25
10657,10565,Undirected,241954,,,25
10679,10578,Undirected,230963,,,25
10689,10699,Undirected,232151,,,25
10698,10929,Undirected,238586,,,25
10711,10578,Undirected,225406,,,25
10747,10560,Undirected,230828,,,25
10769,13031,Undirected,250544,,,25
10774,10532,Undirected,235730,,,25
10774,10747,Undirected,231111,,,25
10774,10805,Undirected,225215,,,25
10774,11872,Undirected,241547,,,25
10789,10916,Undirected,245353,,,25
10802,10561,Undirected,240383,,,25
10803,10804,Undirected,242657,,,25
10803,12744,Undirected,242656,,,25
10804,10578,Undirected,232641,,,25
10804,10588,Undirected,244478,,,25
10804,10812,Undirected,242666,,,25
10805,12743,Undirected,266736,,,25
10843,10738,Undirected,230817,,,25
10844,10585,Undirected,231751,,,25
10911,12748,Undirected,277494,,,25
11165,10601,Undirected,243376,,,25
11165,11541,Undirected,228911,,,25
11263,11262,Undirected,239344,,,25
11263,12330,Undirected,283656,,,25
11271,10556,Undirected,226938,,,25
11279,11269,Undirected,227031,,,25
11364,10476,Undirected,233547,,,25
11394,10536,Undirected,247003,,,25
11422,10625,Undirected,241992,,,25
11465,10844,Undirected,239279,,,25
11465,11878,Undirected,231338,,,25
11520,10551,Undirected,238792,,,25
11557,10547,Undirected,229040,,,25
11557,11554,Undirected,247591,,,25
11838,12744,Undirected,245476,,,25
11851,12095,Undirected,247834,,,25
11922,10790,Undirected,254235,,,25
11995,10654,Undirected,264507,,,25
11995,10659,Undirected,264482,,,25
11995,11996,Undirected,264512,,,25
12095,13206,Undirected,244140,,,25
12116,10656,Undirected,264462,,,25
12300,12302,Undirected,235057,,,25
12315,12307,Undirected,235139,,,25
12330,10774,Undirected,283658,,,25
12497,11465,Undirected,246141,,,25
12737,10844,Undirected,239322,,,25
12898,12899,Undirected,273089,,,25
13053,10532,Undirected,248765,,,25
13208,10539,Undirected,244378,,,25
13521,13519,Undirected,247556,,,25
13904,10556,Undirected,282901,,,25
10476,10610,Undirected,224703,,,24
10502,10499,Undirected,272078,,,24
10504,11279,Undirected,266575,,,24
10505,10499,Undirected,274754,,,24
10521,10532,Undirected,235664,,,24
10530,10843,Undirected,236502,,,24
10532,10561,Undirected,232751,,,24
10532,11029,Undirected,226085,,,24
10532,11633,Undirected,243195,,,24
10533,10551,Undirected,233223,,,24
10534,10557,Undirected,233430,,,24
10535,11983,Undirected,233424,,,24
10539,10556,Undirected,261488,,,24
10541,10588,Undirected,224563,,,24
10551,10550,Undirected,228655,,,24
10551,10702,Undirected,228544,,,24
10551,10711,Undirected,227872,,,24
10552,10558,Undirected,246952,,,24
10553,10526,Undirected,233237,,,24
10553,10530,Undirected,230984,,,24
10556,10814,Undirected,238655,,,24
10557,10577,Undirected,235470,,,24
10558,11983,Undirected,231789,,,24
10560,10804,Undirected,244431,,,24
10565,10827,Undirected,225380,,,24
10565,11555,Undirected,240336,,,24
10569,11269,Undirected,226990,,,24
10570,10711,Undirected,227912,,,24
10571,10584,Undirected,224510,,,24
10571,10673,Undirected,230855,,,24
10571,10838,Undirected,233338,,,24
10573,10693,Undirected,235044,,,24
10575,10736,Undirected,247415,,,24
10577,10542,Undirected,242196,,,24
10621,10622,Undirected,238826,,,24
10621,11567,Undirected,238825,,,24
10638,10602,Undirected,246690,,,24
10638,12122,Undirected,232677,,,24
10638,13419,Undirected,246243,,,24
10698,12070,Undirected,232232,,,24
10706,11633,Undirected,237329,,,24
10711,10744,Undirected,224992,,,24
10712,10699,Undirected,228160,,,24
10736,10566,Undirected,247427,,,24
10747,10472,Undirected,246256,,,24
10747,10711,Undirected,227881,,,24
10769,10814,Undirected,225237,,,24
10769,11820,Undirected,230897,,,24
10773,10774,Undirected,225138,,,24
10774,11476,Undirected,284114,,,24
10774,12744,Undirected,246280,,,24
10789,10915,Undirected,282002,,,24
10789,11269,Undirected,266373,,,24
10806,10804,Undirected,225197,,,24
10827,11553,Undirected,239020,,,24
10843,10575,Undirected,232866,,,24
10849,10689,Undirected,225595,,,24
10892,10698,Undirected,225649,,,24
10900,10541,Undirected,242910,,,24
11097,11092,Undirected,226516,,,24
11129,13131,Undirected,255815,,,24
11149,10621,Undirected,243860,,,24
11216,10571,Undirected,226756,,,24
11263,10769,Undirected,239343,,,24
11263,11872,Undirected,231272,,,24
11269,10811,Undirected,266374,,,24
11269,11868,Undirected,241560,,,24
11422,10535,Undirected,242009,,,24
11469,10810,Undirected,241607,,,24
11469,10811,Undirected,245536,,,24
11555,10571,Undirected,240314,,,24
11557,10581,Undirected,232818,,,24
11557,10598,Undirected,232832,,,24
11564,10829,Undirected,243491,,,24
11578,10640,Undirected,250961,,,24
11748,12295,Undirected,235150,,,24
11748,12317,Undirected,243160,,,24
11814,10800,Undirected,245455,,,24
11816,14296,Undirected,312479,,,24
11965,10698,Undirected,234604,,,24
11979,10625,Undirected,233913,,,24
12095,12096,Undirected,232458,,,24
12297,12302,Undirected,235070,,,24
12315,11821,Undirected,235136,,,24
12315,12306,Undirected,235135,,,24
12439,10557,Undirected,292356,,,24
12745,10800,Undirected,242718,,,24
12746,10560,Undirected,266659,,,24
12748,12743,Undirected,266643,,,24
12777,12778,Undirected,277061,,,24
13131,11979,Undirected,255233,,,24
13904,10774,Undirected,283760,,,24
10476,10842,Undirected,228552,,,23
10503,10499,Undirected,255316,,,23
10504,10570,Undirected,231093,,,23
10521,10843,Undirected,234127,,,23
10521,11364,Undirected,247903,,,23
10525,10570,Undirected,230814,,,23
10530,10575,Undirected,227941,,,23
10531,14623,Undirected,266535,,,23
10532,10827,Undirected,233917,,,23
10532,10844,Undirected,260599,,,23
10535,10989,Undirected,232728,,,23
10539,12363,Undirected,244041,,,23
10541,10584,Undirected,224559,,,23
10541,10673,Undirected,226318,,,23
10541,10742,Undirected,225432,,,23
10541,11424,Undirected,233251,,,23
10541,12138,Undirected,233246,,,23
10542,10571,Undirected,237684,,,23
10542,11996,Undirected,238353,,,23
10551,10525,Undirected,236571,,,23
10551,10983,Undirected,243276,,,23
10556,10808,Undirected,225192,,,23
10556,14841,Undirected,265721,,,23
10558,10589,Undirected,230970,,,23
10558,13077,Undirected,242909,,,23
10560,10571,Undirected,227774,,,23
10561,10530,Undirected,235411,,,23
10565,10542,Undirected,237842,,,23
10565,10655,Undirected,237846,,,23
10570,10534,Undirected,233280,,,23
10570,10638,Undirected,227913,,,23
10571,10989,Undirected,227936,,,23
10575,10640,Undirected,242033,,,23
10577,10539,Undirected,260020,,,23
10638,11439,Undirected,242306,,,23
10641,10947,Undirected,230764,,,23
10655,10571,Undirected,237695,,,23
10656,10541,Undirected,232935,,,23
10656,10625,Undirected,233499,,,23
10679,10826,Undirected,242211,,,23
10679,12279,Undirected,234909,,,23
10685,11434,Undirected,238564,,,23
10693,10706,Undirected,226795,,,23
10698,11021,Undirected,226053,,,23
10711,10549,Undirected,225413,,,23
10711,10601,Undirected,236493,,,23
10711,10742,Undirected,224998,,,23
10747,10528,Undirected,242776,,,23
10747,10843,Undirected,242500,,,23
10789,10559,Undirected,269113,,,23
10789,12746,Undirected,266828,,,23
10801,12744,Undirected,266173,,,23
10803,11263,Undirected,240466,,,23
10803,12891,Undirected,242676,,,23
10804,10808,Undirected,225203,,,23
10805,10566,Undirected,266734,,,23
10827,10873,Undirected,232576,,,23
10844,10601,Undirected,239271,,,23
10844,11247,Undirected,228649,,,23
10907,10621,Undirected,243867,,,23
10910,10621,Undirected,253825,,,23
10910,10998,Undirected,238770,,,23
10936,11965,Undirected,234596,,,23
11088,12899,Undirected,273060,,,23
11129,11979,Undirected,255814,,,23
11263,11377,Undirected,243645,,,23
11269,11839,Undirected,241605,,,23
11279,10805,Undirected,280044,,,23
11289,10541,Undirected,232913,,,23
11375,10558,Undirected,233638,,,23
11376,12744,Undirected,284844,,,23
11469,10595,Undirected,242156,,,23
11530,11487,Undirected,228925,,,23
11591,10747,Undirected,242878,,,23
11633,10578,Undirected,243354,,,23
11633,10716,Undirected,229772,,,23
11772,11422,Undirected,248893,,,23
11814,11922,Undirected,250546,,,23
11916,13206,Undirected,250330,,,23
12295,12298,Undirected,235097,,,23
12295,12317,Undirected,235159,,,23
12297,12327,Undirected,235209,,,23
12298,11816,Undirected,235075,,,23
12298,13079,Undirected,242937,,,23
12317,12297,Undirected,235146,,,23
12497,10953,Undirected,246078,,,23
12744,10802,Undirected,242669,,,23
12882,10527,Undirected,247688,,,23
12899,12897,Undirected,273092,,,23
12899,12900,Undirected,273120,,,23
13206,12363,Undirected,249956,,,23
13519,13525,Undirected,247657,,,23
13904,11263,Undirected,283759,,,23
14296,11748,Undirected,305507,,,23
10476,10546,Undirected,224295,,,22
10476,10996,Undirected,235371,,,22
10500,10499,Undirected,272130,,,22
10500,10503,Undirected,245181,,,22
10504,10747,Undirected,231090,,,22
10504,10773,Undirected,225111,,,22
10504,11872,Undirected,241579,,,22
10521,10575,Undirected,232966,,,22
10530,10953,Undirected,235705,,,22
10532,10525,Undirected,232288,,,22
10535,11565,Undirected,243477,,,22
10537,10535,Undirected,224309,,,22
10539,12095,Undirected,244039,,,22
10541,10589,Undirected,224564,,,22
10541,10721,Undirected,230894,,,22
10541,11300,Undirected,230891,,,22
10542,10659,Undirected,237681,,,22
10542,12116,Undirected,233355,,,22
10553,10556,Undirected,230982,,,22
10557,11979,Undirected,232876,,,22
10560,14957,Undirected,267640,,,22
10561,10773,Undirected,225136,,,22
10565,10472,Undirected,233710,,,22
10565,10711,Undirected,227904,,,22
10566,10542,Undirected,243767,,,22
10566,10804,Undirected,243768,,,22
10571,10599,Undirected,224526,,,22
10571,10830,Undirected,233321,,,22
10571,11551,Undirected,240324,,,22
10571,12500,Undirected,237700,,,22
10571,12947,Undirected,243514,,,22
10575,11559,Undirected,267580,,,22
10622,12644,Undirected,238864,,,22
10625,10533,Undirected,228659,,,22
10625,10953,Undirected,228132,,,22
10625,11140,Undirected,232326,,,22
10625,14018,Undirected,265455,,,22
10628,11972,Undirected,231746,,,22
10638,10607,Undirected,227959,,,22
10640,10521,Undirected,240044,,,22
10643,11578,Undirected,240944,,,22
10654,10571,Undirected,246249,,,22
10656,11995,Undirected,264479,,,22
10659,10571,Undirected,237851,,,22
10679,10594,Undirected,240570,,,22
10679,10600,Undirected,234764,,,22
10679,11868,Undirected,241577,,,22
10685,10749,Undirected,238892,,,22
10689,10923,Undirected,255445,,,22
10706,10749,Undirected,228341,,,22
10706,12025,Undirected,274341,,,22
10711,10602,Undirected,236235,,,22
10711,10839,Undirected,225403,,,22
10722,10698,Undirected,226766,,,22
10774,10530,Undirected,236216,,,22
10790,10800,Undirected,245500,,,22
10803,10504,Undirected,225221,,,22
10803,10679,Undirected,240758,,,22
10804,10809,Undirected,225205,,,22
10806,12891,Undirected,242689,,,22
10827,11503,Undirected,228559,,,22
10829,11557,Undirected,234106,,,22
10844,10595,Undirected,242404,,,22
10844,10607,Undirected,233737,,,22
10849,10706,Undirected,225596,,,22
10940,11817,Undirected,246346,,,22
10953,10476,Undirected,227804,,,22
10963,10538,Undirected,240222,,,22
10998,10907,Undirected,238853,,,22
11088,10566,Undirected,254264,,,22
11165,10549,Undirected,228699,,,22
11165,10594,Undirected,243522,,,22
11263,10560,Undirected,283654,,,22
11289,10738,Undirected,227481,,,22
11312,11321,Undirected,227420,,,22
11364,10553,Undirected,234032,,,22
11364,10565,Undirected,232374,,,22
11376,11377,Undirected,243643,,,22
11559,10588,Undirected,245703,,,22
11564,10476,Undirected,257550,,,22
11578,10638,Undirected,230715,,,22
11633,11022,Undirected,237350,,,22
11674,10535,Undirected,229914,,,22
11748,12315,Undirected,235131,,,22
11838,10504,Undirected,254632,,,22
11838,10559,Undirected,280072,,,22
11838,10575,Undirected,254631,,,22
11851,11916,Undirected,247832,,,22
11851,12363,Undirected,244361,,,22
11853,11856,Undirected,231211,,,22
11872,10779,Undirected,231297,,,22
11972,10541,Undirected,231718,,,22
11979,10844,Undirected,234051,,,22
11995,10658,Undirected,264517,,,22
12042,10560,Undirected,274723,,,22
12058,10532,Undirected,234560,,,22
12096,10547,Undirected,239087,,,22
12096,13213,Undirected,244055,,,22
12136,10801,Undirected,240369,,,22
12295,12300,Undirected,235086,,,22
12315,12304,Undirected,235133,,,22
12744,11374,Undirected,275790,,,22
12745,12034,Undirected,272106,,,22
12748,10789,Undirected,266631,,,22
13519,13524,Undirected,247663,,,22
13743,11815,Undirected,254876,,,22
13904,10679,Undirected,282900,,,22
13904,11088,Undirected,283731,,,22
14018,10541,Undirected,251822,,,22
14278,12306,Undirected,254865,,,22
14296,12297,Undirected,254899,,,22
14623,10528,Undirected,260700,,,22
10476,10989,Undirected,227922,,,21
10476,11541,Undirected,276373,,,21
10504,10499,Undirected,295549,,,21
10521,10472,Undirected,248544,,,21
10521,11098,Undirected,226509,,,21
10526,10625,Undirected,233691,,,21
10526,14623,Undirected,266532,,,21
10530,10947,Undirected,242547,,,21
10532,10566,Undirected,242433,,,21
10532,11632,Undirected,229777,,,21
10532,11847,Undirected,232557,,,21
10532,12469,Undirected,248919,,,21
10535,10589,Undirected,232740,,,21
10539,11165,Undirected,229131,,,21
10542,10654,Undirected,237682,,,21
10542,10657,Undirected,237683,,,21
10542,10679,Undirected,226297,,,21
10542,10711,Undirected,226299,,,21
10551,10477,Undirected,232402,,,21
10551,10528,Undirected,260474,,,21
10553,11557,Undirected,229021,,,21
10556,10809,Undirected,225193,,,21
10557,10504,Undirected,236185,,,21
10557,10542,Undirected,229625,,,21
10557,11140,Undirected,232403,,,21
10558,10579,Undirected,224672,,,21
10558,10595,Undirected,236076,,,21
10558,11565,Undirected,259143,,,21
10560,10542,Undirected,244433,,,21
10560,14825,Undirected,280924,,,21
10561,11873,Undirected,232754,,,21
10565,10566,Undirected,225003,,,21
10565,10638,Undirected,227905,,,21
10565,10774,Undirected,235532,,,21
10571,10595,Undirected,224522,,,21
10571,10675,Undirected,227925,,,21
10571,11025,Undirected,242087,,,21
10571,11943,Undirected,242781,,,21
10575,10794,Undirected,267579,,,21
10575,12746,Undirected,272518,,,21
10577,10558,Undirected,224344,,,21
10577,10625,Undirected,235827,,,21
10577,10800,Undirected,260017,,,21
10622,10551,Undirected,276352,,,21
10622,10909,Undirected,276424,,,21
10625,10534,Undirected,225333,,,21
10625,10552,Undirected,243787,,,21
10625,12882,Undirected,270974,,,21
10638,10826,Undirected,227956,,,21
10658,10571,Undirected,237690,,,21
10664,10986,Undirected,231005,,,21
10664,10987,Undirected,230935,,,21
10679,10812,Undirected,232684,,,21
10689,10693,Undirected,226790,,,21
10689,10936,Undirected,237407,,,21
10689,11040,Undirected,237406,,,21
10689,11434,Undirected,238894,,,21
10704,10539,Undirected,268801,,,21
10711,11366,Undirected,243769,,,21
10711,13359,Undirected,280613,,,21
10712,10892,Undirected,242815,,,21
10736,10711,Undirected,224986,,,21
10738,10535,Undirected,225525,,,21
10738,10553,Undirected,227714,,,21
10738,10566,Undirected,225008,,,21
10747,10542,Undirected,238397,,,21
10789,10504,Undirected,274857,,,21
10794,10560,Undirected,267511,,,21
10800,12891,Undirected,242642,,,21
10801,10804,Undirected,266172,,,21
10802,10679,Undirected,287213,,,21
10804,11390,Undirected,257031,,,21
10804,11839,Undirected,231124,,,21
10844,11300,Undirected,231750,,,21
10846,10664,Undirected,231003,,,21
10900,10476,Undirected,264549,,,21
10910,10843,Undirected,238748,,,21
10911,10802,Undirected,277493,,,21
10953,13398,Undirected,246131,,,21
10983,11557,Undirected,229032,,,21
10986,10987,Undirected,230838,,,21
11008,10846,Undirected,231010,,,21
11093,11097,Undirected,226450,,,21
11149,12644,Undirected,238875,,,21
11155,11149,Undirected,263783,,,21
11211,10940,Undirected,240344,,,21
11269,10782,Undirected,241603,,,21
11316,11294,Undirected,227153,,,21
11374,13155,Undirected,243650,,,21
11376,10774,Undirected,284842,,,21
11377,11379,Undirected,243605,,,21
11377,11469,Undirected,243603,,,21
11476,11377,Undirected,243646,,,21
11510,10551,Undirected,279468,,,21
11559,10721,Undirected,249392,,,21
11579,10828,Undirected,229305,,,21
11752,10940,Undirected,230593,,,21
11769,10645,Undirected,230494,,,21
11815,13079,Undirected,242949,,,21
11816,10556,Undirected,230952,,,21
11816,14278,Undirected,254726,,,21
11838,11376,Undirected,245475,,,21
11853,12107,Undirected,244061,,,21
11922,10800,Undirected,242636,,,21
11964,10532,Undirected,280282,,,21
11976,10531,Undirected,273974,,,21
12095,11850,Undirected,244170,,,21
12096,11856,Undirected,244051,,,21
12121,10947,Undirected,245713,,,21
12296,11815,Undirected,235104,,,21
12297,12303,Undirected,235071,,,21
12588,12899,Undirected,273116,,,21
12644,10907,Undirected,238846,,,21
12745,10566,Undirected,266680,,,21
12746,10800,Undirected,245539,,,21
12882,13519,Undirected,247581,,,21
12891,10802,Undirected,242651,,,21
13106,10532,Undirected,280121,,,21
13496,10522,Undirected,254970,,,21
13893,10577,Undirected,277680,,,21
14018,10558,Undirected,264526,,,21
14278,12302,Undirected,254756,,,21
14296,12300,Undirected,254898,,,21
14623,10529,Undirected,260702,,,21
15251,12899,Undirected,275391,,,21
10476,10480,Undirected,224132,,,20
10476,11504,Undirected,228554,,,20
10476,11540,Undirected,229170,,,20
10499,10790,Undirected,250479,,,20
10504,10800,Undirected,240375,,,20
10504,11271,Undirected,254284,,,20
10521,11557,Undirected,234128,,,20
10521,12634,Undirected,239962,,,20
10526,10558,Undirected,234114,,,20
10526,10891,Undirected,273132,,,20
10528,10570,Undirected,242759,,,20
10528,10571,Undirected,240295,,,20
10532,10553,Undirected,237726,,,20
10532,10861,Undirected,225698,,,20
10532,11220,Undirected,226802,,,20
10533,10541,Undirected,228681,,,20
10534,11364,Undirected,232345,,,20
10535,11300,Undirected,233408,,,20
10535,11439,Undirected,228215,,,20
10535,11668,Undirected,233421,,,20
10536,10571,Undirected,228276,,,20
10538,10476,Undirected,225319,,,20
10538,11394,Undirected,246752,,,20
10539,10679,Undirected,238487,,,20
10539,11140,Undirected,232400,,,20
10539,12096,Undirected,232474,,,20
10541,10996,Undirected,225942,,,20
10541,11513,Undirected,228623,,,20
10541,11668,Undirected,229875,,,20
10541,13729,Undirected,249780,,,20
10542,11814,Undirected,254242,,,20
10551,10706,Undirected,228196,,,20
10551,10940,Undirected,237712,,,20
10552,10557,Undirected,246963,,,20
10553,10521,Undirected,234294,,,20
10553,10533,Undirected,248297,,,20
10556,10580,Undirected,224687,,,20
10556,10781,Undirected,225097,,,20
10556,11823,Undirected,243130,,,20
10556,16049,Undirected,283675,,,20
10557,10774,Undirected,235473,,,20
10557,10844,Undirected,260622,,,20
10558,10721,Undirected,236089,,,20
10558,14019,Undirected,251815,,,20
10561,11872,Undirected,231286,,,20
10565,10901,Undirected,246063,,,20
10566,10569,Undirected,234761,,,20
10569,10679,Undirected,226993,,,20
10571,10588,Undirected,224515,,,20
10571,10589,Undirected,224516,,,20
10571,10779,Undirected,230848,,,20
10571,11447,Undirected,228277,,,20
10575,10656,Undirected,228595,,,20
10575,10953,Undirected,242032,,,20
10575,11271,Undirected,254164,,,20
10575,12034,Undirected,274644,,,20
10577,10541,Undirected,224349,,,20
10617,11487,Undirected,244499,,,20
10620,12644,Undirected,238859,,,20
10625,10638,Undirected,232648,,,20
10625,10994,Undirected,242693,,,20
10625,11570,Undirected,229212,,,20
10632,10769,Undirected,250542,,,20
10657,10571,Undirected,241980,,,20
10679,10543,Undirected,232694,,,20
10693,10698,Undirected,225048,,,20
10698,11844,Undirected,231169,,,20
10702,10553,Undirected,225509,,,20
10708,10692,Undirected,232146,,,20
10727,10638,Undirected,241035,,,20
10747,10655,Undirected,247407,,,20
10769,10785,Undirected,225185,,,20
10769,10787,Undirected,225161,,,20
10772,10774,Undirected,225106,,,20
10773,10556,Undirected,225070,,,20
10790,11263,Undirected,245506,,,20
10794,10566,Undirected,267486,,,20
10802,12743,Undirected,266836,,,20
10827,10594,Undirected,288298,,,20
10827,10744,Undirected,225394,,,20
10827,11108,Undirected,232907,,,20
10843,11523,Undirected,238914,,,20
10844,10721,Undirected,258375,,,20
10844,11983,Undirected,231754,,,20
10850,10849,Undirected,225561,,,20
10891,10525,Undirected,273853,,,20
10901,10747,Undirected,235438,,,20
10906,10998,Undirected,240161,,,20
10924,10868,Undirected,228173,,,20
10940,11754,Undirected,230404,,,20
10993,13897,Undirected,251042,,,20
10994,10547,Undirected,229838,,,20
10994,10585,Undirected,241164,,,20
11033,10532,Undirected,273401,,,20
11093,11092,Undirected,226453,,,20
11165,11543,Undirected,228913,,,20
11165,11668,Undirected,270158,,,20
11241,11165,Undirected,229097,,,20
11263,10805,Undirected,238651,,,20
11263,13428,Undirected,284891,,,20
11271,10711,Undirected,234963,,,20
11271,10769,Undirected,250540,,,20
11271,10774,Undirected,235004,,,20
11271,11088,Undirected,267526,,,20
11316,11306,Undirected,227478,,,20
11321,11316,Undirected,227128,,,20
11364,10829,Undirected,232483,,,20
11469,10809,Undirected,270204,,,20
11469,16137,Undirected,284849,,,20
11476,13155,Undirected,243662,,,20
11487,11241,Undirected,228988,,,20
11557,10840,Undirected,232827,,,20
11557,11366,Undirected,232830,,,20
11564,10558,Undirected,255228,,,20
11651,10644,Undirected,248816,,,20
11701,10625,Undirected,253700,,,20
11817,10541,Undirected,236307,,,20
11817,10571,Undirected,236311,,,20
11838,10790,Undirected,245482,,,20
11916,12096,Undirected,250423,,,20
11972,11375,Undirected,231778,,,20
11979,10476,Undirected,231769,,,20
12003,10552,Undirected,243790,,,20
12092,10570,Undirected,246068,,,20
12092,10571,Undirected,247451,,,20
12135,10789,Undirected,266784,,,20
12147,10551,Undirected,233971,,,20
12182,15071,Undirected,268760,,,20
12295,12297,Undirected,235087,,,20
12296,12299,Undirected,235103,,,20
12330,13893,Undirected,295729,,,20
